codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre
SICM-376-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mI3EmiSd3ag6prrOp917l2QZnjY7gAQB6wmeiItgrLc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: HIDROCORTISONA, SUCCINATO SÓDICO - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DISOLVENTE",Adjudicado oferente ganador,PICHINCHA / QUITO,$1.69909,2022-05-26 08:00:00,First 2022
SICM-361-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=B1L-bpgU6uIWh27YKb0rxWKsa3lQTJ-yfGxO2RHlqDk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ERITROMICINA - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO - CONCENTRACIÓN: 4 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 100 ML MÍNIMO,Desierto,PICHINCHA / QUITO,$8.00000,2022-05-26 08:00:00,First 2022
SICM-362-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rmhG58-3IzSThVXqSq4weo8boY8dBpNlS0WOUN_uT0A,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ERITROMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL POLVO - CONCENTRACIÓN: 400 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 60 ML MÍNIMO CON DOSIFICADOR,Desierto,PICHINCHA / QUITO,$1.59805,2022-05-26 08:00:00,First 2022
SICM-363-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=8MFkdboSdUt4YV-VS9cmcY53eV2RW3lUNJ4HQlshmoQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FERROSO SULFATO - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 25 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 20 ML MÍNIMO,Desierto,PICHINCHA / QUITO,$0.61000,2022-05-26 08:00:00,First 2022
SICM-377-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=hXs0FMzKzOP6FMDGfztxlIAjrzjQvw7ChO1QUjA9sH4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: HIERRO SACARATADO, ÓXIDO DE - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL   - CONCENTRACIÓN: 100 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 5 ML",Adjudicado otros oferentes,PICHINCHA / QUITO,$1.00986,2022-05-26 08:00:00,First 2022
SICM-378-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=dhF84CC6fKkAajSz8NFUW_KLVcxrFC1szTWOE-Yeouo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA ULTRARÁPIDA ASPARTA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO-S- / PLUMA-S-,Desierto,PICHINCHA / QUITO,$6.04000,2022-05-26 08:00:00,First 2022
SICM-334-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=yGU5bQSPi4A3eJvdGfiXcau7KcloO4J2eZzG1s-KWB4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLORPROMAZINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.14000,2022-05-25 08:00:00,First 2022
SICM-335-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vYalS1SjLy-fPofPzztdtbCf7vMKdExN0iZYvjVsjok,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE POTASIO  - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL  - CONCENTRACIÓN: 2 MEQ/ML 14,9 %  - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML",Desierto,PICHINCHA / QUITO,$0.14511,2022-05-25 08:00:00,First 2022
SICM-319-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=0xQHHUqh49ydVFAcHNeAPWf1aI7hQsn-ChEATQILHOc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CASPOFUNGINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 70 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES-,Desierto,PICHINCHA / QUITO,$185.97160,2022-05-25 08:00:00,First 2022
SICM-336-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XxziIV1behIH1uHXNqNPZZgmgTeZtkWv4z6yFTr6kYQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE SODIO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,9 % - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 100 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.62000,2022-05-25 08:00:00,First 2022
SICM-320-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=L6aByNJtwLQiH89FgHvzY6ul21N0wiPNn20XmDhZ4-8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFAZOLINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Desierto,PICHINCHA / QUITO,$0.40091,2022-05-25 08:00:00,First 2022
SICM-321-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VDm58NmdDbg_sT0tqWZK0S-Zr2gyvPtp_sHy5BBEmBg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFEPIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Desierto,PICHINCHA / QUITO,$0.81303,2022-05-25 08:00:00,First 2022
SICM-337-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=16-2BoAPg7Y8FvSG89W1rhCslNIKCxS_Jb5szcB7cFY,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE SODIO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,9 % - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 250 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.55105,2022-05-25 08:00:00,First 2022
SICM-322-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=dYgjxjPoDEIObjRUL4IXAqEZ9pRF5sJLexNXBdi2tCc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFOTAXIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Desierto,PICHINCHA / QUITO,$1.31282,2022-05-25 08:00:00,First 2022
SICM-338-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ZeM8YwuLrAULnIBUYGpf2SQ9wx4L8Oo4UtqcSLkJd54,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE SODIO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,9 % - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 500 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.65641,2022-05-25 08:00:00,First 2022
SICM-323-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=nk6axNgSoRHdtwSbqJVnU3Slm0538TXeMbyJLllJ680,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFTAZIDIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES-,Desierto,PICHINCHA / QUITO,$0.97000,2022-05-25 08:00:00,First 2022
SICM-339-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=eBQxJK1M5klAW5w6TwC5-TYJHVqcKpSaNbDmlxljp5I,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE SODIO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,9 % - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 1000 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE",Desierto,PICHINCHA / QUITO,$0.76045,2022-05-25 08:00:00,First 2022
SICM-324-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=u-DnwEGYJXu_E9mtNCKpmFaVdxHmDs6dnTJziw7pMI4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFTRIAXONA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Desierto,PICHINCHA / QUITO,$0.48545,2022-05-25 08:00:00,First 2022
SICM-340-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=NOuJm3N1ak7HHmZ93Avgod0r1W3qTpBRzVpn_V9aMfw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE SODIO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 3,4 MEQ/ML 20 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.21381,2022-05-25 08:00:00,First 2022
SICM-341-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xh-IJGOmPKFlonzo4WkOM4YpmEBeYwLCX8FwpjSJ7j4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOTRIMAZOL - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: FRASCO X 20 ML -MÍNIMO-,Desierto,PICHINCHA / QUITO,$1.82785,2022-05-25 08:00:00,First 2022
SICM-342-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=5P1BsMlVJi3hr8KS56QraZZ7gAEQvVCcPyxtu34x7Gw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: COLCHICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 0,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Desierto,PICHINCHA / QUITO,$0.03306,2022-05-25 08:00:00,First 2022
SICM-325-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=OpILz8rqR6aHn2rkOsZnUOete8HnWuukd2L0Qez-SoY,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFTRIAXONA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Desierto,PICHINCHA / QUITO,$0.75825,2022-05-25 08:00:00,First 2022
SICM-343-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=k4_wQ6rxAfkoq9L5ySI3Nrq0NokI257lF31Fxb68_yU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: COMBINACIONES -LACTATO DE RINGER - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 1000 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE,Desierto,PICHINCHA / QUITO,$0.78756,2022-05-25 08:00:00,First 2022
SICM-344-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=88HHvIc0sbZoxW7BPs5XWVguGD6Bc8vdMJIhvpqImg4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: COMBINACIONES -LACTATO DE RINGER - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 500 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE,Adjudicado otros oferentes,PICHINCHA / QUITO,$1.10500,2022-05-25 08:00:00,First 2022
SICM-326-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=X0PtBq5eFWqyImm4-b3k_oropEOIuElION6eRcrL30M,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CICLOFOSFAMIDA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Desierto,PICHINCHA / QUITO,$9.94717,2022-05-25 08:00:00,First 2022
SICM-345-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=bcaCbdLApRY4cWSBCJ0SRVB2HKHSUMEqba3sce5tF7c,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: COMPLEJO B: TIAMINA VITAMINA B1 - PIRIDOXINA VITAMINA B6 - CIANOCOBALAMINA VITAMINA B12 - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:* 100 MG* 100 MG* 1 MG - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S-  CAJA X JERINGA-S-PRELLENADA-S-,Desierto,PICHINCHA / QUITO,$0.14776,2022-05-25 08:00:00,First 2022
SICM-327-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=gEgRnwXkbXfIanWtvEt7k5Gu9pRtbg2_UjXUYgPRk20,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CICLOFOSFAMIDA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Desierto,PICHINCHA / QUITO,$4.22134,2022-05-25 08:00:00,First 2022
SICM-346-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UB3Tu6d8s3ZuvBy1YeElZ9o_IakBIKVUeXAo932eCA4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: DARUNAVIR - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 600 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Desierto,PICHINCHA / QUITO,$1.41069,2022-05-25 08:00:00,First 2022
SICM-328-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=JgijvYZbrOZWx3je_Q1oUB05geFRsahcJ69-m2Ff3OQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CIPROFLOXACINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 10 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 10 ML,Desierto,PICHINCHA / QUITO,$0.79500,2022-05-25 08:00:00,First 2022
SICM-347-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=kQdDQLYma_l97kUHf4jqyVMi8quzak9AMWRd_LmJKuk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DEXAMETASONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 4 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.13128,2022-05-25 08:00:00,First 2022
SICM-348-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=quoE4MP7PQV14ViNipAVq9uaeWOJnCf0eeRu3HQp2Nk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DEXAMETASONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 4 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 2 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.14138,2022-05-25 08:00:00,First 2022
SICM-329-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=i1l03sdsm4a1dBq69it07lYSvLT0XF5_hKpsq0WUq2c,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CIPROFLOXACINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO/VIAL/BOLSA X 100 ML,Desierto,PICHINCHA / QUITO,$0.59000,2022-05-25 08:00:00,First 2022
SICM-330-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=f8P4jxgNijZIjvhDGRfpiiJqUNo2j17tl-aMtxtX7dM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CIPROFLOXACINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 20 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 10 ML,Desierto,PICHINCHA / QUITO,$0.80789,2022-05-25 08:00:00,First 2022
SICM-331-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=S_O0wGdaTIeR3usKKXbvbYzioZX16KU81G-QIJRv19w,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLARITROMICINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Desierto,PICHINCHA / QUITO,$2.63000,2022-05-25 08:00:00,First 2022
SICM-332-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=oI4ZMg9VOX48K_IF4WQLnlV2DTLW75QpbbuLpBuNuYI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOMIFENO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.90000,2022-05-25 08:00:00,First 2022
SICM-333-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VQTVtrfhAvV6pqnxFMoFCXUdOjJfB5JBUmdkebXi-LU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOROQUINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.04000,2022-05-25 08:00:00,First 2022
SICM-289-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=nXJ5k9DqeZ3bJGRc5jho4ab1FMzZFwQbTnA0AgKW1zI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ACICLOVIR - FORMA FARMACÉUTICA: SEMISÓLIDO OFTÁLMICO - CONCENTRACIÓN: 3 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 5 G,Desierto,PICHINCHA / QUITO,$2.20090,2022-05-24 08:00:00,First 2022
SICM-290-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=h2iapRKWzlvd61nncbI9f98wsuJ9qxHbqYpSN1cjoQk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ACICLOVIR - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL - ES,Desierto,PICHINCHA / QUITO,$4.50000,2022-05-24 08:00:00,First 2022
SICM-291-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=IkDooqF1KA6jPZMGYG-hA22kMfhlhhuuO80NUuWCSfI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ÁCIDO ASCÓRBICO - VITAMINA C - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA - S - X 5 ML,Desierto,PICHINCHA / QUITO,$0.25247,2022-05-24 08:00:00,First 2022
SICM-304-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=In4lH_W7g1Co7IFMDpTyJpVnCW4UXJ9OVybAiNRvORE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMPICILINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.17000,2022-05-24 08:00:00,First 2022
SICM-305-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=96500Iwz5-mRccCCzIPtxkPVg0pyKOvvh9Q1OZYQFDE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ATROPINA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-,Desierto,PICHINCHA / QUITO,$1.63778,2022-05-24 08:00:00,First 2022
SICM-306-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=BrqMP5cNGngXXfPFtAdEZ1lIOzhg7raM6-moR9T2SGo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BENCILPENICILINA BENZATÍNICA -PENICILINA G BENZATÍNICA- - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 200 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DISOLVENTE,Desierto,PICHINCHA / QUITO,$0.18626,2022-05-24 08:00:00,First 2022
SICM-292-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=oPUmOf13xC3pkEUA_dI_e86K7Kw7v1ZFTymiDZi9Jwg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ÁCIDO TRANEXÁMICO - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.33587,2022-05-24 08:00:00,First 2022
SICM-307-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XxW-4w4EVs5rSLPxMVX8a-X6It2mn_3k8DiP6NwDcYk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BENCILPENICILINA BENZATÍNICA -PENICILINA G BENZATÍNICA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 2 400 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DISOLVENTE,Desierto,PICHINCHA / QUITO,$0.36369,2022-05-24 08:00:00,First 2022
