codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion
SICM-439-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=27m5ReOgrBF-1FViDOCl2DPgQh26cire3V3W-BwrV8E,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML MÍNIMO - CON DOSIFICADOR,Desierto,PICHINCHA / QUITO,$9.98800,2022-06-21 08:00:00,First 2022,N02AA01LOR130X0,Morfina,Líquido oral,2 mg/mL,Caja x frasco x 60 mL (mínimo) con dosificador,15263,USD 9.988000,"USD 152,446.844000",,,
SICM-440-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=kTYYuEX0vhqXsp6w1AM7IFRbuyouyAWfDXk-lOx8Eyg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: SÓLIDO ORAL LIBERACIÓN PROLONGADA - CONCENTRACIÓN: 30 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$1.13667,2022-06-21 08:00:00,First 2022,N02AA01SLP181X0,Morfina,Sólido oral (Liberación prolongada),30 mg,Caja x blíster/ristra,185055,USD 1.136667,"USD 210,345.911685",,,
SICM-441-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=HUMd-2diQSF-oHRsIp4XvuTqjD8CyWDgXaMQCULCFfY,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.44587,2022-06-21 08:00:00,First 2022,N02AA01SOR075X0,Morfina,Sólido oral,10 mg,Caja x blíster/ristra,16320,USD 0.445867,"USD 7,276.549440",,,
SICM-442-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=cLB8sB5GmGUAoqXkCvFGWPEGJHGgts36AbuT50YAWbU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: NILOTINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 150 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$26.49000,2022-06-21 08:00:00,First 2022,L01XE08SOR112X0,Nilotinib,Sólido oral,150 mg,Caja x blíster/ristra,48910,USD 26.490000,"USD 1,295,625.900000",,,
SICM-443-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=W4-QAnJM43bkgDTDApJPlMgkTPhxBHTDDtIt_c3a-Oc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: NITROPRUSIATO SÓDICO - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DISOLVENTE,Adjudicado oferente ganador,PICHINCHA / QUITO,$8.00000,2022-06-21 08:00:00,First 2022,C02DD01SPR235X0,Nitroprusiato sódico,Sólido parenteral,50 mg,Caja x vial(es) con disolvente,54337,USD 8.000000,"USD 434,696.000000",CRISTALIA DEL ECUADOR S.A.,USD 7.460000,2022-12-01 15:49:14
SICM-444-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=eIl9fPotQVazq1HaYPYeCsG-OrjIDg8IPdemeZmUQgo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: OCTREOTIDA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 30 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL CON DILUYENTE,Adjudicado otros oferentes,PICHINCHA / QUITO,$1200.00000,2022-06-21 08:00:00,First 2022,H01CB02SPR181X0,Octreotida,Sólido parenteral,30 mg,Caja x vial con diluyente,5443,"USD 1,200.000000","USD 6,531,600.000000",NUÑEZ PEREZ RICHARD MARCELO,USD 395.000000,2023-01-04 16:51:40
SICM-445-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QAvaNeMUCHQE0eYljyJA_rymrx8Isbsq4UlE_Ravn78,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PEGFILGRASTIM - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 10 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X JERINGA-S PRELLENADA-S,Por Adjudicar otros oferentes,PICHINCHA / QUITO,$414.50000,2022-06-21 08:00:00,First 2022,L03AA13LPR077X0,Pegfilgrastim,Líquido parenteral,10 mg/mL,Caja x jeringa(s) prellenada(s),10779,USD 414.500000,"USD 4,467,895.500000",,,
SICM-446-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=M4QxNAynto6riU1U1KAC-ADrw6VcPztNt_dQE4RoCDE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PERÓXIDO DE BENZOILO - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 10 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 30 G MÍNIMO,Adjudicado oferente ganador,PICHINCHA / QUITO,$3.74000,2022-06-21 08:00:00,First 2022,D10AE01SSC073X0,Peróxido de Benzoilo,Semisólido cutáneo,10 %,Caja x tubo x 30 g (mínimo),19897,USD 3.740000,"USD 74,414.780000",PHARMADIAL S.A.,USD 3.400000,2022-10-20 11:58:04
SICM-447-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=hRTyi9Pmr50Dm5SOl8KmcQ39HIiOCeJB5J-c9XH74n4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: PIRIDOSTIGMINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 60 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Adjudicado otros oferentes,PICHINCHA / QUITO,$0.94980,2022-06-21 08:00:00,First 2022,N07AA02SOR256X0,Piridostigmina,Sólido oral,60 mg,"Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",568822,USD 0.949799,"USD 540,266.566778",LABORATORIOS LACFARMA S.A.,USD 0.249000,2022-12-08 16:59:24
SICM-448-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QQUiz9CdnZuR9eQDSlq19WcEcIaldRnpbhtDiS1dvaM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: POLIDOCANOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 3 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 2 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$3.12550,2022-06-21 08:00:00,First 2022,C05BB02LPR174A4,Polidocanol,Líquido parenteral,3 %,Caja x ampolla(s) x 2 mL,9633,USD 3.125500,"USD 30,107.941500",BIOTECNOLOGIA Y MEDICINA BIOAMIGA CIA. LTDA.,USD 3.032360,2022-09-06 16:58:11
SICM-449-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LDjkNrLQQyb7W3ZdWNnHyQzKKJKfa3WHDhGGYA79Tlw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RISPERIDONA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 25 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DISOLVENTE,Adjudicado oferente ganador,PICHINCHA / QUITO,$85.73708,2022-06-21 08:00:00,First 2022,N05AX08SPR157X0,Risperidona,Sólido parenteral,25 mg,Caja x vial(es) con disolvente,6737,USD 85.737080,"USD 577,610.707960",FARMABION DEL ECUADOR C.A.,USD 65.000000,2022-10-07 17:00:17
SICM-450-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vB3p8drkzgsUMG14nnaTmlcRyQlFil0utEADAzq7vBU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: RIVAROXABÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Desierto,PICHINCHA / QUITO,$1.13000,2022-06-21 08:00:00,First 2022,B01AF01SOR132X0,Rivaroxabán,Sólido oral,"2,5 mg",Caja x blíster/ristra,113190,USD 1.130000,"USD 127,904.700000",,,
SICM-451-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=YBmAxOtH3rSUDnFtERX2slVEVM5h0lW0PjHv0LyuhRQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RUXOLITINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 15 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$79.52000,2022-06-21 08:00:00,First 2022,L01XE18SOR107X0,Ruxolitinib,Sólido oral,15 mg,Caja x blíster/ristra,51322,USD 79.520000,"USD 4,081,125.440000",,,
SICM-452-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Jq4DcvHlhwAKoTD9jP6QFK6NQeEg9l-eMHFg3zxPW58,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SUGAMMADEX - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES X 5 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$83.50000,2022-06-21 08:00:00,First 2022,V03AB35LPR088V5,Sugammadex,Líquido parenteral,100 mg/mL,Caja x vial(es) x 5 mL,4736,USD 83.500000,"USD 395,456.000000",NOVARTIS ECUADOR S.A.,USD 53.980000,2022-10-20 11:53:11
SICM-453-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3Evxx-rYRyXr_kY2aTfE-p7-8n_H6Mbk78HSAhT9_qc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SULFATO DE ZINC - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML MÍNIMO,Adjudicado otros oferentes,PICHINCHA / QUITO,$3.58000,2022-06-21 08:00:00,First 2022,A12CB01LOR130X0,Sulfato de zinc,Líquido oral,2 mg/mL,Caja x frasco x 60 mL (mínimo),109395,USD 3.580000,"USD 391,634.100000",SERES LABORATORIO FARMACEUTICO S.A.,USD 2.900000,2023-03-27 08:17:25
SICM-409-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=cSwedQZucZN7iwt7gGlLgiCIXTqEWq1d4AMXKO0FYuQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMOXICILINA + ÁCIDO CLAVULÁNICO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG + 125 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.08806,2022-06-20 08:00:00,First 2022,J01CR02SOR243X0,Amoxicilina + Ácido clavulánico,Sólido oral,500 mg + 125 mg,Caja x blíster/ristra,41654345,USD 0.088058,"USD 3,667,998.312010",,,
SICM-410-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VMcI0eq73yPQB9qqGttk4tlorV2T045TyPqO4sF_8-4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLINDAMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 300 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.09796,2022-06-20 08:00:00,First 2022,J01FF01SOR186X0,Clindamicina,Sólido oral,300 mg,Caja x blíster/ristra,6295004,USD 0.097964,"USD 616,683.771856",FARMAYALA PHARMACEUTICAL COMPANY S.A. FPC,USD 0.096014,2022-12-08 16:35:15
SICM-411-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vLoF2EnYutPRS2E-z9UyUxdKEhb9FskqxgMl3bCImrM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ESPIRONOLACTONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.18735,2022-06-20 08:00:00,First 2022,C03DA01SOR083X0,Espironolactona,Sólido oral,100 mg,Caja x blíster/ristra,4533984,USD 0.187346,"USD 849,423.766464",LABORATORIOS LACFARMA S.A.,USD 0.062000,2022-10-07 09:00:20
SICM-412-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=_eVKqpCBor6V5d5yFdeWaYEUe4d99Et-25Vq64YfkK8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ÁCIDO TRANEXÁMICO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 5 ML,Desierto,PICHINCHA / QUITO,$0.70000,2022-06-20 08:00:00,First 2022,B02AA02LPR088A8,Ácido tranexámico,Líquido parenteral,100 mg/mL,Caja x ampolla(s) x 5 mL,952016,USD 0.700000,"USD 666,411.200000",,,
SICM-424-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1mz2bK48ZtXxjRoeu827fF9Sl432Dzg_fPFPxLLepB4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DESMOPRESINA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 100 MCG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO SPRAY,Adjudicado otros oferentes,PICHINCHA / QUITO,$48.77622,2022-06-20 08:00:00,First 2022,H01BA02LIH074X0,Desmopresina,Líquido para inhalación,100 mcg/mL,Caja x frasco spray,10325,USD 48.776218,"USD 503,614.450850",PIGMALION PHARMA LABORATORIOS PPH S.A.,USD 40.000000,2023-08-22 16:15:29
SICM-413-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4B5aZCB0GXTil9EkAutEjgY1XXpoIe-VadPyHXzZnqo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AGUA PARA INYECCIÓN - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: BOLSA X 250 ML,Desierto,PICHINCHA / QUITO,$0.97000,2022-06-20 08:00:00,First 2022,V07AB00LPR000F7,Agua para inyección,Líquido parenteral,No definido,Bolsa x 250 mL,214510,USD 0.970000,"USD 208,074.700000",,,
SICM-414-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=6tX5XP6MZJLcKCsHNZzsFzNrYbPhRMSGx3qcMrs4-Ss,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ALPROSTADIL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 500 MCG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 1 ML,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$171.47416,2022-06-20 08:00:00,First 2022,C01EA01LPR242A3,Alprostadil,Líquido parenteral,500 mcg/mL,Caja x ampolla(s) x 1 mL,20573,USD 171.474159,"USD 3,527,737.873107",,,
SICM-425-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LeRJFgQru58KR4WUY-zCP9NFo2Qvxm9j6wdsmxr5iWE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ERITROPOYETINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 10 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES + DISOLVENTE / CAJA X JERINGA-S PRELLENADA-S,Adjudicado oferente ganador,PICHINCHA / QUITO,$14.77676,2022-06-20 08:00:00,First 2022,B03XA01LSP080X0,Eritropoyetina,Líquido parenteral o sólido parenteral,10 000 UI,Caja x vial(es) + disolvente - Caja x jeringa(s) prellenada(s),124608,USD 14.776759,"USD 1,841,302.385472",LETERAGO DEL ECUADOR S.A,USD 9.670000,2022-10-06 11:58:52
SICM-415-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4zgYo0xBqe9CHIuuPmOCNkM8Cv69VPYUFgVOc4Fhkmw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMFOTERICINA B - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG LIPOSOMAL - PRESENTACIÓN COMERCIAL: CAJA X VIAL,Desierto,PICHINCHA / QUITO,$180.00000,2022-06-20 08:00:00,First 2022,J02AA01LPR357X0,Amfotericina B,Líquido parenteral,50 mg (liposomal),Caja x vial,18750,USD 180.000000,"USD 3,375,000.000000",,,
SICM-416-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KI828GFQpktMe46rcEcm2tyOc9v5HRn15Hn37DO_PEc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMINOFILINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 25 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 10 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.32316,2022-06-20 08:00:00,First 2022,R03DA05LPR160A9,Aminofilina,Líquido parenteral,25 mg/mL,Caja x ampolla(s) x 10 mL,126625,USD 0.323155,"USD 40,919.501875",SICMAFARMA ECUADOR S.A.,USD 0.290000,2022-09-05 12:57:15
SICM-426-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=x98M6KNMS6xbPtbH2ZMt6v29jyYK8yfXNLlyZqCxjpc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FENITOÍNA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 2 ML,Desierto,PICHINCHA / QUITO,$0.86000,2022-06-20 08:00:00,First 2022,N03AB02LPR239A4,Fenitoína,Líquido parenteral,50 mg/mL,Caja x ampolla(s) x 2 mL,40589,USD 0.860000,"USD 34,906.540000",,,
SICM-417-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rI2uwUqQTQYw7evGoFcEbG-1K2EV5HyZhaXToizzsAo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMPICILINA + SULBACTAM - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG + 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DILUYENTE / CAJA X VIAL-ES,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.24000,2022-06-20 08:00:00,First 2022,J01CR01SPR064X0,Ampicilina + Sulbactam,Sólido parenteral,1 000 mg + 500 mg,Caja x vial(es) con diluyente - Caja x vial(es),5527775,USD 0.240000,"USD 1,326,666.000000",,,
SICM-418-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xcIrWPlKTBGmAMT4pIYh2zrC-dDthXcU3HGsjiisGVc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BENCILPENICILINA PENICILINA G CRISTALINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES,Desierto,PICHINCHA / QUITO,$0.50000,2022-06-20 08:00:00,First 2022,J01CE01SPR070X0,Bencilpenicilina (Penicilina G Cristalina),Sólido parenteral,1 000 000 UI,Caja x vial (es),74558,USD 0.500000,"USD 37,279.000000",,,
SICM-427-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=RBPmZ2VYuKINKFQH9mYaMPcqSztX4ozO_oB9m3KkFXQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUOROURACILO - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 5 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 30 G MÍNIMO,Adjudicado oferente ganador,PICHINCHA / QUITO,$15.00000,2022-06-20 08:00:00,First 2022,L01BC02SSC220X0,Fluorouracilo,Semisólido cutáneo,5 %,Caja x tubo x 30 g (mínimo),10218,USD 15.000000,"USD 153,270.000000",FARMABION DEL ECUADOR C.A.,USD 14.000000,2022-09-06 16:38:29
SICM-419-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UFUvII9r8zZxqelgAuiaCR45X6_8hvFIPHNNeJvXErs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BENCILPENICILINA PENICILINA G CRISTALINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 5 000 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Desierto,PICHINCHA / QUITO,$0.75000,2022-06-20 08:00:00,First 2022,J01CE01SPR230X0,Bencilpenicilina (Penicilina G Cristalina),Sólido parenteral,5 000 000 UI,Caja x vial (es),120607,USD 0.750000,"USD 90,455.250000",,,
SICM-428-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qNYvn5Ebtyq1X3ASUUi8ShnVNtVCCDkv_tYkZ_Qbz3k,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INFLIXIMAB - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DILUYENTE / CAJA X VIAL-ES,Adjudicado oferente ganador,PICHINCHA / QUITO,$336.08127,2022-06-20 08:00:00,First 2022,L04AB02SPR083X0,Infliximab,Sólido parenteral,100 mg,Caja x vial(es) con diluyente - Caja x vial(es),32466,USD 336.081273,"USD 10,911,214.609218",PFIZER CIA. LTDA.,USD 80.000000,2022-09-05 13:30:35
SICM-429-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=g7rHOGpxCUngnFWqK6vAyYcUB3iL-yDH2swN22gUECc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA ULTRARÁPIDA LISPRO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO-S / PLUMA-S,Desierto,PICHINCHA / QUITO,$10.07840,2022-06-20 08:00:00,First 2022,A10AB04LPR090X0,Insulina Ultrarápida (lispro),Líquido parenteral,100 UI/mL,Caja x cartucho(s) / pluma(s),60845,USD 10.078399,"USD 613,220.187155",,,
SICM-420-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ZDUJmYwxaeyeTTR0l9QEhKPSUN9GdZDQO0cLyMsvZ5M,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA SIN EPINEFRINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,5 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 10 ML",Desierto,PICHINCHA / QUITO,$1.57538,2022-06-20 08:00:00,First 2022,N01BB01LPR041A9,Bupivacaína (sin epinefrina),Líquido parenteral,"0,5 %",Caja x ampolla(s) x 10 mL,66684,USD 1.575381,"USD 105,052.706604",,,
SICM-421-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=FfOmkHDrxzeAVi02dI_gyc-kXh5EOBUu74kli2PkiXw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA HIPERBÁRICA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,5 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 4 ML",Adjudicado otros oferentes,PICHINCHA / QUITO,$1.55000,2022-06-20 08:00:00,First 2022,N01BB51LPR041A7,Bupivacaína hiperbárica,Líquido parenteral,"0,5 %",Caja x ampolla(s) x 4 mL,141962,USD 1.550000,"USD 220,041.100000",DISTRIBUIDORA DE MEDICAMENTOS DISPRESFARMA CIA. LTDA.,USD 0.900000,2022-10-20 17:18:52
